ip,app,device,os,channel,click_time,is_attributed
4220,2,1,18,122,2017-11-08 13:43:00,0
234562,155,1,8,213,2017-11-08 05:26:49,1
137968,12,1,19,259,2017-11-06 22:28:23,0
53239,8,1,20,145,2017-11-08 09:05:05,1
83429,3,1,19,442,2017-11-08 13:46:26,0
324917,35,1,22,274,2017-11-08 18:07:17,1
175837,3,1,25,280,2017-11-07 09:34:31,1
261175,45,1,47,465,2017-11-08 05:39:08,1
161274,2,1,13,401,2017-11-07 01:45:18,1
80676,27,1,17,153,2017-11-09 11:06:16,0
16993,29,1,20,101,2017-11-09 08:16:52,1
79205,15,1,20,245,2017-11-08 02:06:35,0
316264,19,0,24,213,2017-11-09 03:06:50,1
63902,3,1,19,115,2017-11-08 03:22:07,0
57994,11,1,19,319,2017-11-08 12:29:39,0
5314,12,2,13,265,2017-11-09 14:37:54,0
392,19,3133,24,213,2017-11-09 04:11:35,1
192670,9,1,17,244,2017-11-09 12:58:36,0
105304,12,1,22,178,2017-11-07 18:51:13,0
129430,19,0,21,213,2017-11-07 13:12:47,1
188190,29,1,41,213,2017-11-07 14:53:52,1
77616,3,1,13,211,2017-11-08 09:54:48,1
148217,29,1,22,333,2017-11-07 12:15:44,1
138525,1,1,19,452,2017-11-08 04:05:18,0
50113,35,1,13,21,2017-11-07 13:17:23,1
282400,35,1,18,21,2017-11-09 01:59:26,1
135469,3,1,19,280,2017-11-07 02:04:18,1
244773,29,1,18,213,2017-11-08 01:30:29,1
329598,29,1,19,343,2017-11-09 12:44:20,1
552,23,1,13,153,2017-11-07 02:33:47,0
44005,21,1,13,128,2017-11-07 04:06:15,0
102707,279,1,13,101,2017-11-07 11:22:50,1
208436,13,1,17,477,2017-11-07 10:28:23,0
246131,19,0,29,213,2017-11-08 14:10:33,1
137052,43,1,19,330,2017-11-08 00:29:41,1
116992,17,1,13,134,2017-11-08 02:28:14,0
157311,29,1,15,213,2017-11-07 11:39:57,1
119289,19,3204,0,213,2017-11-09 14:13:59,1
219139,29,1,19,101,2017-11-08 04:30:45,1
198879,19,40,24,213,2017-11-07 02:18:08,1
31247,35,1,13,21,2017-11-07 03:40:24,1
178695,29,1,12,213,2017-11-07 05:18:25,1
102280,18,1,19,121,2017-11-07 14:22:38,0
123709,9,1,13,466,2017-11-08 06:45:38,1
123637,3,1,3,442,2017-11-08 06:33:02,0
47747,3,1,13,409,2017-11-09 00:08:48,0
325384,29,1,37,101,2017-11-09 07:54:56,1
27526,35,1,19,21,2017-11-08 16:13:13,1
117089,50,398,0,213,2017-11-09 06:18:14,1
117898,3,1,17,135,2017-11-09 08:30:35,0
6894,5,1,11,113,2017-11-09 08:29:26,1
197095,15,1,49,245,2017-11-07 15:44:50,0
259006,72,1,13,101,2017-11-08 13:47:49,1
75617,9,1,19,442,2017-11-07 00:57:54,0
95766,2,1,13,477,2017-11-07 03:12:45,0
333227,19,6,29,213,2017-11-09 09:03:09,1
216029,2,1,19,237,2017-11-08 04:24:31,1
36340,35,1,25,21,2017-11-07 03:03:24,1
73297,15,1,19,315,2017-11-08 03:10:14,0
107244,3,1,13,137,2017-11-09 05:41:11,0
109505,35,1,13,274,2017-11-06 23:17:41,1
32976,27,1,18,153,2017-11-09 03:41:02,0
83306,20,1,13,478,2017-11-09 15:36:40,0
195770,13,1,13,477,2017-11-09 06:56:36,0
209588,35,1,19,274,2017-11-07 05:23:38,1
120899,15,1,13,480,2017-11-07 08:21:30,0
32087,8,1,18,145,2017-11-08 07:04:56,1
86812,12,1,30,245,2017-11-09 04:22:08,0
59168,13,1,13,469,2017-11-07 16:07:07,0
132441,2,1,1,435,2017-11-06 20:49:17,1
123904,9,1,13,215,2017-11-07 00:08:20,0
72102,21,1,37,232,2017-11-08 21:40:51,0
7120,27,1,6,153,2017-11-09 13:42:43,0
328882,17,1,6,101,2017-11-09 04:15:46,1
82104,13,1,22,477,2017-11-07 22:28:33,0
114220,19,0,0,268,2017-11-08 13:35:03,1
133804,19,72,0,213,2017-11-08 23:33:51,0
302315,10,1,11,113,2017-11-09 10:34:26,1
58321,24,1,19,105,2017-11-08 04:29:53,0
350762,19,0,0,213,2017-11-09 05:49:47,1
162351,9,1,19,334,2017-11-07 09:00:35,1
17460,35,1,6,21,2017-11-07 03:14:50,1
104753,9,1,19,232,2017-11-09 10:47:56,0
206628,3,1,20,409,2017-11-07 07:34:34,0
265967,72,1,22,101,2017-11-08 13:02:33,1
16741,82,1,13,21,2017-11-06 23:07:18,1
64231,19,18,0,213,2017-11-09 03:52:09,1
110958,22,1,19,116,2017-11-08 10:05:33,0
23723,3,1,15,19,2017-11-09 02:09:58,0
161945,2,1,53,435,2017-11-08 23:49:12,0
221464,29,1,23,213,2017-11-08 06:04:47,1
81895,17,1,13,280,2017-11-09 00:47:15,1
77937,29,1,19,213,2017-11-09 12:27:07,1
48504,12,1,19,497,2017-11-09 12:38:29,0
212494,5,1,40,113,2017-11-07 11:19:55,1
84587,14,1,19,134,2017-11-08 10:00:42,1
305771,29,1,20,213,2017-11-09 09:35:55,1
164585,29,1,19,101,2017-11-06 20:24:01,1
102149,13,1,19,477,2017-11-08 09:22:27,0
37975,3,1,17,480,2017-11-06 16:35:19,1
20930,14,1,19,349,2017-11-06 16:44:19,1
110354,14,1,13,439,2017-11-07 16:22:00,0
123994,29,1,96,343,2017-11-08 14:35:10,1
226814,5,1,37,113,2017-11-08 12:15:24,1
329666,72,1,9,101,2017-11-08 23:20:54,1
85401,29,1,41,213,2017-11-07 13:56:40,1
163103,29,1,12,282,2017-11-07 14:25:56,1
177756,34,1,19,243,2017-11-07 05:06:39,1
337645,19,0,21,347,2017-11-09 06:13:33,1
144136,236,1,13,213,2017-11-07 12:42:53,1
220266,115,1,10,203,2017-11-08 08:54:30,1
202191,15,1,19,245,2017-11-08 07:38:14,0
5314,9,2,27,445,2017-11-07 13:20:16,0
228292,27,1,37,280,2017-11-08 02:48:37,1
39049,107,1,19,171,2017-11-07 20:37:13,1
8468,11,1,13,360,2017-11-07 07:00:28,0
156954,175,1,17,101,2017-11-07 14:04:13,1
144327,167,1,6,213,2017-11-08 12:21:44,1
13100,8,1,19,145,2017-11-07 04:39:26,0
341494,9,1,20,258,2017-11-09 11:59:42,0
79344,19,0,21,213,2017-11-09 08:03:00,1
85193,2,1,13,219,2017-11-07 01:41:01,0
155978,35,1,19,274,2017-11-06 20:59:03,1
79906,35,1,8,21,2017-11-07 05:39:55,1
81201,18,1,19,134,2017-11-09 05:15:14,0
48170,2,1,19,237,2017-11-08 13:32:28,0
14809,35,1,32,274,2017-11-08 01:50:40,1
275328,72,1,13,101,2017-11-08 13:52:05,1
219933,19,16,0,213,2017-11-08 03:10:35,1
160755,2,1,8,213,2017-11-07 05:31:48,1
24876,8,2,13,259,2017-11-07 14:21:28,0
36573,25,1,13,259,2017-11-08 12:11:14,0
106385,62,1,19,21,2017-11-08 07:15:50,1
189070,3,1,8,480,2017-11-09 13:36:21,0
101550,15,1,19,140,2017-11-08 01:45:25,0
294137,19,0,0,343,2017-11-09 14:53:46,1
74471,12,1,19,178,2017-11-07 03:22:40,0
269892,19,114,0,333,2017-11-08 11:54:07,1
44377,35,1,17,21,2017-11-07 01:47:09,1
17149,29,1,13,213,2017-11-08 03:52:43,1
40245,12,1,17,219,2017-11-07 07:14:58,1
287985,45,1,34,5,2017-11-09 06:06:57,1
273899,19,0,38,213,2017-11-08 12:00:03,1
119349,7,1,31,101,2017-11-09 11:28:56,0
25058,8,1,13,145,2017-11-07 01:09:51,1
8718,7,1,12,101,2017-11-09 11:59:45,0
111708,3,1,13,280,2017-11-08 12:36:50,0
225642,167,1,41,213,2017-11-08 15:26:56,1
18742,9,1,22,466,2017-11-09 02:43:06,1
339991,14,1,19,416,2017-11-09 08:37:36,1
54593,3,1,9,280,2017-11-08 12:16:41,0
68384,3,1,13,19,2017-11-09 09:47:41,0
157765,19,30,0,282,2017-11-07 09:16:55,1
17423,18,1,19,107,2017-11-09 14:16:15,0
74355,9,1,37,215,2017-11-07 01:46:50,0
85494,12,1,6,205,2017-11-07 04:16:12,0
14271,27,1,19,153,2017-11-06 22:29:59,0
158628,18,1,19,121,2017-11-06 20:27:34,0
79857,23,1,28,153,2017-11-08 16:26:42,0
105560,12,1,15,259,2017-11-06 21:27:29,0
32612,35,1,20,21,2017-11-07 03:23:59,1
5121,2,1,19,477,2017-11-09 06:41:43,0
51665,35,1,13,21,2017-11-07 03:30:23,1
25394,3,1,18,280,2017-11-08 07:00:03,1
155828,3,2,13,137,2017-11-07 01:42:13,0
128113,19,0,0,213,2017-11-09 02:34:49,1
104263,12,2,9,328,2017-11-09 00:55:00,0
228207,5,1,61,113,2017-11-08 08:38:09,1
109735,28,1,13,135,2017-11-09 04:01:22,0
338706,12,1,19,481,2017-11-09 09:39:29,0
53929,9,1,13,215,2017-11-06 19:53:21,0
159400,51,0,21,203,2017-11-07 07:39:19,1
67494,19,0,38,213,2017-11-09 10:02:45,1
5135,9,1,13,215,2017-11-07 00:25:35,1
116048,12,1,19,245,2017-11-07 01:01:48,0
68698,10,1,13,317,2017-11-08 10:22:38,1
256279,19,0,24,213,2017-11-08 15:37:37,1
218451,19,21,24,333,2017-11-09 00:42:56,1
68652,9,1,17,489,2017-11-09 07:46:26,0
32276,12,1,18,205,2017-11-09 13:24:10,0
75147,3,1,17,280,2017-11-08 13:25:51,0
274256,19,556,24,333,2017-11-08 13:58:19,1
120440,32,1,18,376,2017-11-09 05:08:11,0
347649,148,1,19,213,2017-11-09 12:41:31,1
52628,35,1,13,21,2017-11-08 02:05:16,1
249782,19,30,0,213,2017-11-08 07:35:21,1
23478,35,1,13,21,2017-11-08 02:59:21,1
7645,19,6,29,213,2017-11-06 19:05:07,1
56099,19,0,50,101,2017-11-07 11:10:00,1
44476,35,1,13,21,2017-11-07 02:43:58,1
170774,12,1,8,328,2017-11-08 23:19:41,0
100212,29,1,19,343,2017-11-08 13:31:04,1
245026,18,1,15,376,2017-11-08 03:19:07,0
113348,35,1,13,274,2017-11-07 02:36:19,1
98357,9,1,19,489,2017-11-08 04:54:16,1
9862,1,1,17,153,2017-11-08 04:48:32,0
36557,20,1,19,259,2017-11-07 10:45:28,0
5121,26,1,15,477,2017-11-09 07:03:05,0
10274,11,1,19,325,2017-11-09 03:56:02,0
108392,12,1,13,178,2017-11-06 16:06:33,0
53651,39,1,37,213,2017-11-08 00:09:53,1
121471,2,1,13,236,2017-11-09 10:54:43,0
90298,35,1,19,21,2017-11-08 04:24:29,1
44476,21,1,13,232,2017-11-09 11:18:41,0
329025,29,1,19,101,2017-11-09 02:51:00,1
76323,50,1552,24,213,2017-11-07 04:53:31,1
49570,3,1,22,466,2017-11-07 02:00:34,0
212059,19,0,38,347,2017-11-08 20:49:42,1
6490,19,7,21,213,2017-11-07 07:46:11,1
81674,19,0,24,347,2017-11-08 13:22:46,1
15046,18,1,19,121,2017-11-08 09:39:54,0
58363,107,1,19,171,2017-11-08 06:29:33,1
97500,12,1,7,259,2017-11-08 16:05:28,0
8208,39,1,19,213,2017-11-08 03:07:35,1
124540,15,1,19,480,2017-11-09 01:01:34,0
229421,19,0,24,213,2017-11-08 11:15:23,1
19775,11,1,19,173,2017-11-09 06:28:10,0
114526,18,1,43,134,2017-11-08 14:16:21,0
55745,12,1,9,245,2017-11-07 12:31:14,0
75404,35,1,13,21,2017-11-07 02:38:47,1
89582,20,1,12,259,2017-11-07 22:43:48,0
167665,72,1,19,101,2017-11-07 02:40:10,1
84667,72,1,35,101,2017-11-08 12:20:48,1
3664,15,1,35,245,2017-11-08 05:37:14,0
169035,19,381,21,282,2017-11-07 13:32:59,1
104524,9,1,25,127,2017-11-09 15:12:41,0
256084,5,1,37,113,2017-11-08 12:14:30,1
238661,19,136,24,213,2017-11-08 09:04:20,1
98766,10,1,11,113,2017-11-09 02:45:57,1
73313,8,1,19,259,2017-11-07 19:08:39,1
328152,19,0,50,213,2017-11-09 03:09:55,1
94546,19,0,24,213,2017-11-09 09:14:41,1
283573,5,1,4,113,2017-11-08 09:48:51,1
18994,9,1,22,445,2017-11-08 09:04:43,0
46351,24,1,37,178,2017-11-09 15:32:50,0
165366,84,2930,29,101,2017-11-07 14:26:20,1
213553,18,1,10,121,2017-11-07 16:15:42,0
126029,12,1,13,145,2017-11-07 04:09:59,0
324255,19,0,21,347,2017-11-08 17:08:29,1
29047,9,1,13,489,2017-11-09 15:33:26,0
124032,3,1,13,280,2017-11-07 01:21:42,0
250202,11,1,19,219,2017-11-08 11:42:26,0
195501,3,1,13,205,2017-11-08 05:44:37,0
7521,3,1,13,280,2017-11-09 03:50:46,0
44595,29,1,13,343,2017-11-09 13:39:58,1
73555,2,1,32,435,2017-11-08 03:07:22,0
334577,14,2,9,134,2017-11-09 11:09:28,0
120194,8,1,13,145,2017-11-07 17:16:41,1
27848,12,1,25,178,2017-11-07 14:19:07,0
268893,18,1,15,376,2017-11-08 01:54:09,1
279223,3,1,1,280,2017-11-08 10:18:41,0
201182,15,1,13,379,2017-11-07 13:18:24,0
283805,20,1,13,478,2017-11-08 01:45:49,0
44458,11,1,13,319,2017-11-07 03:04:55,1
283637,29,1,19,213,2017-11-08 00:44:08,1
15970,8,1,13,145,2017-11-09 08:00:41,0
119582,8,1,10,145,2017-11-08 06:06:34,1
154579,9,1,13,234,2017-11-06 21:13:31,1
140060,72,2,13,101,2017-11-07 13:44:59,1
71806,29,1,10,282,2017-11-06 16:23:33,1
100393,14,1,19,379,2017-11-08 23:16:25,0
4812,19,0,0,213,2017-11-07 01:52:34,1
123994,29,1,22,343,2017-11-09 01:34:13,1
36690,19,0,0,213,2017-11-07 00:06:03,1
52076,1,2,13,118,2017-11-07 00:05:49,0
110844,26,1,19,121,2017-11-07 08:47:09,0
149988,15,1,37,245,2017-11-06 22:13:10,1
204366,10,1,32,113,2017-11-07 04:28:26,1
43806,12,1,22,19,2017-11-07 05:49:54,0
101974,9,1,22,134,2017-11-08 16:49:21,1
4611,19,0,24,343,2017-11-09 10:56:11,1
159367,24,1,14,105,2017-11-07 06:36:14,0
325405,5,1,27,113,2017-11-09 13:10:01,1
15926,23,1,22,153,2017-11-07 14:53:40,0
27678,6,1,18,125,2017-11-09 08:24:11,0
78492,1,1,19,452,2017-11-07 09:21:05,0
308010,39,1,19,213,2017-11-08 17:36:09,1
6097,35,1,37,21,2017-11-07 16:50:00,1
120197,35,1,19,21,2017-11-07 00:33:43,1
152466,19,0,24,213,2017-11-07 13:16:29,1
60956,35,1,10,274,2017-11-07 00:34:56,1
106223,2,1,17,452,2017-11-09 12:43:13,0
86247,3,1,53,452,2017-11-09 04:25:24,0
11185,19,0,29,213,2017-11-07 09:25:12,1
33908,26,1,19,477,2017-11-09 02:41:53,0
107828,10,1,25,203,2017-11-06 17:38:42,1
18788,8,1,1,145,2017-11-07 02:02:20,0
29950,6,1,37,125,2017-11-09 03:56:57,0
15080,12,1,13,178,2017-11-07 01:33:04,0
20720,26,1,18,477,2017-11-09 11:21:12,0
78199,45,1,18,282,2017-11-09 12:48:39,1
77048,18,2,56,121,2017-11-08 16:38:18,0
2277,35,1,17,274,2017-11-08 13:02:00,1
163461,12,1,13,242,2017-11-08 23:49:31,0
80458,12,1,19,178,2017-11-07 04:22:29,0
105560,202,1,19,421,2017-11-08 22:52:54,1
262571,29,1,8,213,2017-11-08 07:51:08,1
17149,12,1,47,265,2017-11-08 04:15:20,0
82212,3,1,19,280,2017-11-09 05:31:54,0
116443,14,1,18,467,2017-11-08 13:54:06,0
71579,2,1,25,469,2017-11-08 05:19:52,0
114888,18,1,25,134,2017-11-08 04:53:02,1
15901,19,0,24,213,2017-11-08 01:16:38,1
63411,3,1,10,280,2017-11-07 12:56:29,0
229423,19,431,21,213,2017-11-08 03:56:59,1
243926,27,1,25,122,2017-11-08 04:24:22,0
304872,45,1,30,419,2017-11-09 14:37:13,1
20992,8,1,19,259,2017-11-08 22:33:43,1
74306,3,1,27,280,2017-11-07 05:56:27,0
230671,10,1,61,113,2017-11-08 01:29:59,1
118920,12,1,6,178,2017-11-07 03:18:36,0
55179,18,1,12,107,2017-11-07 09:00:43,0
3994,20,1,13,478,2017-11-07 03:47:25,0
115228,14,1,17,379,2017-11-07 08:42:10,0
63311,1,1,19,153,2017-11-07 11:18:16,0
8973,26,1,13,477,2017-11-09 12:13:01,0
167808,45,1,15,5,2017-11-07 09:21:51,1
38683,19,0,21,213,2017-11-07 02:52:53,1
174103,12,1,18,328,2017-11-07 04:45:13,0
187560,19,89,21,213,2017-11-07 01:04:58,1
42207,14,1,10,379,2017-11-08 21:22:28,0
141507,9,1,13,134,2017-11-06 16:28:56,0
54946,3,1,16,280,2017-11-09 02:12:59,0
26428,3,1,41,137,2017-11-08 09:36:48,0
93538,3,1,22,480,2017-11-07 02:50:16,0
97670,7,2,18,101,2017-11-09 10:06:16,0
10998,19,0,29,347,2017-11-09 03:02:49,1
35282,12,1,19,205,2017-11-08 06:00:36,0
76050,18,1,23,376,2017-11-09 01:55:44,0
187435,29,1,13,213,2017-11-07 13:21:44,1
246401,29,1,23,213,2017-11-08 02:37:00,1
320534,14,1,43,460,2017-11-09 13:26:46,1
105560,14,1,19,134,2017-11-07 22:21:26,0
264467,3,1,19,452,2017-11-08 06:46:10,0
44494,12,1,17,259,2017-11-07 06:25:46,0
16775,20,1,19,259,2017-11-09 02:13:28,1
77148,1,1,9,115,2017-11-07 00:25:59,0
227564,32,1,19,376,2017-11-09 13:07:11,0
248038,19,0,29,213,2017-11-08 00:50:02,1
93587,12,1,13,178,2017-11-08 09:12:28,0
228032,2,1,25,237,2017-11-08 05:21:43,0
136000,64,1,8,459,2017-11-07 07:34:53,0
124153,2,1,41,212,2017-11-09 10:34:38,0
252362,19,0,0,213,2017-11-08 11:19:49,1
9731,9,1,19,258,2017-11-08 23:59:05,0
33798,107,1,19,171,2017-11-08 01:15:07,1
62094,25,1,19,259,2017-11-09 12:34:25,0
123623,14,1,37,463,2017-11-09 13:43:08,0
55256,10,1,19,113,2017-11-07 09:48:39,1
296704,19,0,24,347,2017-11-09 09:54:33,1
113917,35,1,19,21,2017-11-09 13:02:32,1
81009,15,1,6,386,2017-11-09 05:54:00,0
351391,5,1,47,113,2017-11-09 15:32:05,1
229171,108,1,10,243,2017-11-08 15:09:41,1
5348,12,1,41,245,2017-11-07 23:34:10,0
99754,15,1,16,412,2017-11-07 01:25:39,0
63893,19,136,29,333,2017-11-07 06:24:59,1
47617,35,1,13,21,2017-11-07 14:00:45,1
236774,43,1,19,330,2017-11-08 04:13:00,1
147957,3,1,19,280,2017-11-07 02:47:25,0
204776,15,1,14,153,2017-11-09 13:55:05,0
343439,10,1,30,113,2017-11-09 01:16:38,1
109723,18,1,25,121,2017-11-08 06:18:40,0
359027,19,0,24,213,2017-11-09 14:35:10,1
57781,13,1,6,477,2017-11-08 13:40:25,0
49518,3,1,15,409,2017-11-07 10:47:03,0
42023,20,1,19,478,2017-11-09 14:15:57,1
105292,2,2,9,205,2017-11-08 03:22:06,0
259555,35,1,13,21,2017-11-08 04:25:56,1
104370,26,1,47,266,2017-11-07 10:56:29,0
256570,19,0,29,213,2017-11-08 15:49:05,1
123759,1,1,6,153,2017-11-06 23:09:50,0
53715,18,1,6,134,2017-11-08 23:46:40,0
163861,2,1,42,477,2017-11-07 13:25:47,0
125423,1,1,13,153,2017-11-08 10:31:21,1
258255,246,887,38,282,2017-11-08 12:41:49,1
42111,3,1,20,280,2017-11-09 02:07:52,0
56035,26,1,13,266,2017-11-07 13:44:20,0
20530,35,1,10,21,2017-11-08 00:11:42,1
1003,18,1,13,439,2017-11-07 15:09:13,0
2805,1,1,19,452,2017-11-08 02:04:25,0
115902,9,1,17,244,2017-11-09 05:29:06,0
5314,29,1,13,343,2017-11-07 04:41:30,1
17159,20,1,19,478,2017-11-08 03:18:38,1
94392,3,1,18,115,2017-11-09 01:08:14,0
227083,19,18,0,213,2017-11-08 15:49:52,1
27445,18,1,30,121,2017-11-08 13:48:42,0
146013,19,401,38,213,2017-11-06 17:12:43,1
124540,18,1,19,107,2017-11-07 02:27:59,1
78672,3,1,49,280,2017-11-08 13:29:21,0
358958,72,1,19,101,2017-11-09 15:00:02,1
99371,2,1,13,236,2017-11-08 04:14:18,1
83840,9,1,19,244,2017-11-09 04:47:33,1
132737,241,1,22,213,2017-11-07 15:40:32,1
93587,9,1,19,134,2017-11-08 13:51:50,0
28730,3,1,30,280,2017-11-08 02:13:20,0
57781,35,1,13,21,2017-11-07 02:26:10,1
161771,35,1,17,21,2017-11-07 02:09:51,1
112271,35,1,22,21,2017-11-09 03:55:15,1
82209,17,1,23,280,2017-11-08 12:35:40,0
191780,9,1,15,232,2017-11-09 02:21:27,0
257515,5,1,43,113,2017-11-08 08:31:19,1
194442,19,0,0,213,2017-11-08 22:53:52,1
95652,1,1,22,153,2017-11-08 00:30:57,0
201656,27,1,37,280,2017-11-07 04:26:58,1
53454,15,1,19,379,2017-11-07 04:24:31,0
2127,18,1,20,107,2017-11-08 12:16:49,1
89450,3,1,1,280,2017-11-08 08:30:12,0
293873,19,0,24,333,2017-11-08 21:52:22,1
74952,18,3543,748,107,2017-11-08 00:13:13,0
32038,9,1,28,215,2017-11-07 00:11:19,0
18445,3,1,16,137,2017-11-09 04:04:48,1
79281,9,1,13,232,2017-11-09 03:50:47,1
64459,35,1,19,21,2017-11-09 11:32:28,1
48212,2,1,13,237,2017-11-08 15:09:43,0
93959,10,1,19,377,2017-11-09 07:15:42,1
213832,29,1,11,213,2017-11-07 16:56:16,1
141165,24,1,35,105,2017-11-07 04:26:53,0
161966,19,0,24,213,2017-11-07 12:55:07,1
66679,2,1,9,452,2017-11-09 03:04:43,0
24768,19,0,21,213,2017-11-09 00:44:30,1
218872,5,1,43,113,2017-11-08 08:28:14,1
45945,11,1,1,325,2017-11-09 11:20:18,0
74013,3,1,19,489,2017-11-08 03:34:14,0
53575,37,1,19,213,2017-11-08 09:20:36,1
153291,2,1,1,435,2017-11-06 20:11:49,1
161203,19,56,24,213,2017-11-07 04:32:48,1
143116,19,0,24,213,2017-11-06 23:54:12,1
209,3,1,22,409,2017-11-08 23:31:28,0
34366,2,2,65,212,2017-11-07 15:43:07,0
110359,10,1,19,377,2017-11-08 00:01:51,1
172564,3,1,19,442,2017-11-07 09:27:18,0
66152,3,1,19,417,2017-11-07 03:50:03,0
154762,155,1,17,213,2017-11-07 09:41:50,1
32534,18,3032,607,107,2017-11-07 07:43:20,0
149646,35,1,13,21,2017-11-08 19:57:50,1
50058,9,1,13,134,2017-11-06 16:29:32,0
243281,72,1,19,101,2017-11-08 08:52:30,1
273950,2,1,10,435,2017-11-07 23:27:48,0
43984,3,1,25,211,2017-11-09 14:23:32,0
128120,26,1,23,121,2017-11-09 03:03:06,0
351034,19,40,24,213,2017-11-09 09:39:35,1
135716,14,1,28,379,2017-11-06 19:04:35,1
210429,3,1,15,317,2017-11-08 08:42:25,0
39670,29,1,13,213,2017-11-07 10:21:07,1
150186,29,1,10,213,2017-11-07 10:45:50,1
43629,9,1,17,466,2017-11-08 16:10:31,0
247479,45,1,30,419,2017-11-08 03:47:34,1
130165,18,1,20,107,2017-11-09 04:55:11,0
42143,29,1,22,343,2017-11-09 04:31:07,1
44744,12,1,13,178,2017-11-07 15:44:01,0
52805,150,1,13,110,2017-11-07 02:19:25,0
198806,12,1,22,178,2017-11-07 13:02:22,0
303244,9,1,17,215,2017-11-09 04:16:54,0
5032,9,1,13,215,2017-11-07 08:36:13,0
12058,3,1,34,211,2017-11-08 18:22:48,0
278127,14,1,13,379,2017-11-08 09:14:58,0
262306,72,1,13,101,2017-11-08 11:48:12,1
17149,29,1,22,213,2017-11-07 07:52:28,0
112241,3,1,17,280,2017-11-06 16:10:52,0
77789,9,1,13,334,2017-11-09 03:39:03,0
196495,10,1,7,113,2017-11-09 01:13:08,1
4324,2,1,18,236,2017-11-09 13:13:15,0
267638,12,1,23,219,2017-11-08 15:40:19,0
93370,2,1,19,237,2017-11-08 01:23:51,0
222346,45,1,36,419,2017-11-08 04:39:13,1
74567,11,1,22,137,2017-11-08 17:10:16,0
23073,13,1,13,469,2017-11-07 04:44:19,0
192805,10,1,30,113,2017-11-07 07:21:48,1
272865,19,0,748,282,2017-11-08 12:38:21,1
198242,2,1,14,236,2017-11-07 06:19:48,1
91040,35,1,19,21,2017-11-09 02:16:34,1
116725,11,1,6,122,2017-11-09 05:56:29,0
49916,18,1,10,107,2017-11-08 13:22:54,0
122361,2,1,55,435,2017-11-09 12:37:37,0
120982,18,1,22,107,2017-11-09 14:58:25,0
92873,27,1,19,122,2017-11-08 06:04:41,0
281321,250,0,21,101,2017-11-07 18:42:47,1
17431,15,1,15,315,2017-11-08 10:28:30,0
65359,12,1,41,340,2017-11-09 07:32:58,0
5348,19,0,0,347,2017-11-07 21:29:35,1
259932,112,0,29,213,2017-11-08 09:55:31,1
326166,3,1,13,211,2017-11-09 03:04:05,1
233676,19,76,21,101,2017-11-08 04:14:45,1
52244,35,1,13,21,2017-11-08 03:33:56,1
47162,18,1,9,107,2017-11-09 09:40:43,0
253888,45,1,13,5,2017-11-08 11:24:06,1
216544,19,196,29,213,2017-11-08 15:28:59,1
8760,12,1,13,105,2017-11-09 05:38:38,0
314194,10,1,37,113,2017-11-09 07:19:24,1
51541,21,1,19,128,2017-11-07 05:47:44,0
1415,9,1,23,134,2017-11-06 16:23:11,1
330993,3,1,15,280,2017-11-09 02:50:47,0
181516,8,1,19,145,2017-11-06 16:04:22,1
276251,5,1,61,113,2017-11-08 03:10:59,1
44445,35,1,13,21,2017-11-07 02:25:54,1
24319,6,1,15,459,2017-11-07 05:34:42,0
354745,19,947,76,343,2017-11-09 10:57:40,1
71575,35,1,10,21,2017-11-07 02:24:08,1
234768,10,1,27,113,2017-11-08 14:22:57,1
361426,19,0,50,213,2017-11-09 13:16:40,1
294138,19,276,38,213,2017-11-09 05:16:36,1
68238,14,1,19,379,2017-11-07 01:15:31,0
17208,481,1,19,213,2017-11-07 03:01:05,1
241185,3,2,19,137,2017-11-08 06:40:06,1
92151,9,1,3,107,2017-11-08 14:10:15,1
213394,35,1,18,274,2017-11-07 21:35:27,1
220869,19,0,38,213,2017-11-08 15:25:52,1
202936,18,1,19,107,2017-11-07 03:11:13,1
83584,35,1,13,21,2017-11-08 03:12:02,1
175541,3,1,22,19,2017-11-07 05:37:09,0
275579,5,1,37,113,2017-11-08 06:03:31,1
87272,2,1,19,219,2017-11-07 06:48:19,0
23356,9,1,19,134,2017-11-08 01:47:36,1
129649,10,1,30,113,2017-11-07 02:55:49,1
5314,29,1,20,213,2017-11-07 09:34:55,1
232452,19,0,24,347,2017-11-08 13:28:58,1
185444,2,1,15,236,2017-11-09 12:20:53,0
107100,3,1,25,280,2017-11-08 03:37:38,0
116935,3,1,14,280,2017-11-07 01:09:50,0
256513,19,0,24,213,2017-11-09 06:04:47,1
42167,15,1,19,130,2017-11-08 00:49:34,0
68506,14,1,18,442,2017-11-07 09:29:16,0
119246,10,1,36,113,2017-11-09 09:28:44,1
88925,15,1,14,245,2017-11-06 19:58:50,0
64479,14,1,13,489,2017-11-08 02:51:24,0
47411,55,1,19,453,2017-11-07 00:48:26,0
4353,2,1,13,212,2017-11-09 05:47:03,0
95223,19,869,38,333,2017-11-08 14:14:57,1
76204,18,3543,748,107,2017-11-07 19:01:04,0
215970,19,0,24,347,2017-11-08 03:17:45,1
101588,9,1,3,334,2017-11-07 08:43:23,0
9624,8,1,8,145,2017-11-09 06:16:14,0
13634,15,1,25,245,2017-11-08 15:21:49,0
96676,29,1,13,343,2017-11-08 09:15:01,1
77085,19,0,50,213,2017-11-09 03:27:07,1
77399,22,1,41,116,2017-11-09 15:00:55,0
